epidemiological_week;date;order_for_place;state;city;city_ibge_code;place_type;last_available_confirmed;last_available_confirmed_per_100k_inhabitants;new_confirmed;last_available_deaths;new_deaths;last_available_death_rate;estimated_population;is_last;is_repeated
202013;2020-03-27;20;MG;;31;state;189;0,88763;36;0;0;0;21292666;FALSO;FALSO
202013;2020-03-26;19;MG;;31;state;153;0,71856;20;0;0;0;21292666;FALSO;FALSO
202013;2020-03-25;18;MG;;31;state;133;0,62463;3;0;0;0;21292666;FALSO;FALSO
202013;2020-03-24;17;MG;;31;state;130;0,61054;2;0;0;0;21292666;FALSO;FALSO
202013;2020-03-23;16;MG;;31;state;128;0,60115;45;0;0;0;21292666;FALSO;FALSO
202013;2020-03-22;15;MG;;31;state;83;0,38981;28;0;0;0;21292666;FALSO;FALSO
202012;2020-03-21;14;MG;;31;state;55;0,2583;17;0;0;0;21292666;FALSO;FALSO
202012;2020-03-20;13;MG;;31;state;38;0,17847;9;0;0;0;21292666;FALSO;FALSO
202012;2020-03-19;12;MG;;31;state;29;0,1362;10;0;0;0;21292666;FALSO;FALSO
202012;2020-03-18;11;MG;;31;state;19;0,08923;5;0;0;0;21292666;FALSO;FALSO
202012;2020-03-17;10;MG;;31;state;14;0,06575;8;0;0;0;21292666;FALSO;FALSO
202012;2020-03-16;9;MG;;31;state;6;0,02818;2;0;0;0;21292666;FALSO;FALSO
202012;2020-03-15;8;MG;;31;state;4;0,01879;0;0;0;0;21292666;FALSO;VERDADEIRO
202011;2020-03-14;7;MG;;31;state;4;0,01879;2;0;0;0;21292666;FALSO;FALSO
202011;2020-03-13;6;MG;;31;state;2;0,00939;0;0;0;0;21292666;FALSO;FALSO
202011;2020-03-12;5;MG;;31;state;2;0,00939;1;0;0;0;21292666;FALSO;FALSO
202011;2020-03-11;4;MG;;31;state;1;0,0047;0;0;0;0;21292666;FALSO;FALSO
202011;2020-03-10;3;MG;;31;state;1;0,0047;0;0;0;0;21292666;FALSO;FALSO
202011;2020-03-09;2;MG;;31;state;1;0,0047;0;0;0;0;21292666;FALSO;FALSO
202011;2020-03-08;1;MG;;31;state;1;0,0047;1;0;0;0;21292666;FALSO;FALSO
